,裁定,臺灣新北地方法院,判賠比率
臺灣臺北地方法院民事判決111年度建字第24號,0,0,1
臺灣臺北地方法院民事判決111年度建字第50號,0,0,0
臺灣臺北地方法院民事判決111年度建字第77號,0,0,1
臺灣臺南地方法院民事判決107年度建字第76號,0,0,0.414518421
臺灣臺南地方法院民事判決110年度建字第15號,0,0,
臺灣臺南地方法院民事判決110年度建字第30號,0,0,0
臺灣臺南地方法院民事判決110年度建字第4號,1,0,0
臺灣臺南地方法院民事判決110年度建字第42號,0,0,1
臺灣臺南地方法院民事判決110年度建字第45號,0,0,0.525708562
臺灣臺南地方法院民事判決110年度建字第66號,0,0,0
臺灣臺南地方法院民事判決110年度建字第68號,0,0,
臺灣臺南地方法院民事判決111年度建字第30號,0,0,1
臺灣臺東地方法院民事判決109年度建字第3號,0,0,0.068
臺灣花蓮地方法院民事判決109年度建字第13號,0,0,0
臺灣花蓮地方法院民事判決110年度建字第8號,0,0,0
臺灣花蓮地方法院民事判決111年度建字第12號,0,0,1
臺灣苗栗地方法院民事判決111年度建字第13號,0,0,0
臺灣高雄地方法院民事判決109年度建字第28號,0,0,0
臺灣高雄地方法院民事判決110年度建字第18號,0,0,0
臺灣高雄地方法院民事判決110年度建字第42號,1,0,0.907692308
臺灣高雄地方法院民事判決110年度建字第60號,0,0,1
臺灣嘉義地方法院民事判決110年度建字第14號,0,0,0
臺灣基隆地方法院民事判決109年度建字第21號,0,0,
臺灣基隆地方法院民事判決111年度建字第5號,0,0,0
臺灣士林地方法院民事判決108年度建字第56號,0,0,0.407627067
臺灣士林地方法院民事判決110年度建字第26號,0,0,0
臺灣士林地方法院民事判決110年度建字第37號,1,0,
臺灣宜蘭地方法院民事判決111年度建字第1號,0,0,0
臺灣彰化地方法院民事判決109年度建字第21號,0,0,
臺灣彰化地方法院民事判決110年度建字第19號,0,0,0
臺灣新北地方法院民事判決109年度建字第19號,0,1,0
臺灣新北地方法院民事判決110年度建字第34號,0,1,0.927662113
臺灣新北地方法院民事判決110年度建字第51號,0,1,0.988966795
臺灣新北地方法院民事判決111年度建字第32號,0,1,
臺灣新竹地方法院民事判決108年度建字第44號,0,0,0.802809355
臺灣新竹地方法院民事判決110年度建字第10號,1,0,0.303351298
臺灣桃園地方法院民事判決107年度建字第28號,0,0,0.59594397
臺灣桃園地方法院民事判決110年度建字第10號,0,0,0.99581102
臺灣桃園地方法院民事判決110年度建字第23號,0,0,
臺灣桃園地方法院民事判決110年度建字第62號,0,0,1
臺灣橋頭地方法院民事判決110年度建字第10號,1,0,1
臺灣橋頭地方法院民事判決111年度建字第17號,0,0,
臺灣澎湖地方法院民事判決110年度建字第1號,0,0,0.084207645
臺灣臺中地方法院民事判決107年度建字第79號,0,0,0.223212658
臺灣臺中地方法院民事判決108年度建字第86號,0,0,1
臺灣臺中地方法院民事判決110年度建字第110號,0,0,0.674157303
臺灣臺中地方法院民事判決110年度建字第147號,0,0,
臺灣臺中地方法院民事判決110年度建字第16號,0,0,0.863226971
臺灣臺中地方法院民事判決110年度建字第52號,0,0,0.983375946
臺灣臺中地方法院民事判決110年度建字第99號,0,0,0
臺灣臺中地方法院民事判決111年度建字第27號,0,0,0
臺灣臺中地方法院民事判決111年度建字第6號,0,0,
臺灣臺北地方法院民事判決106年度建字第34號,0,0,0.217121527
臺灣臺北地方法院民事判決107年度建字第380號,0,0,0
臺灣臺北地方法院民事判決108年度建字第142號,0,0,0.657016003
臺灣臺北地方法院民事判決109年度建字第123號,1,0,0.591767377
臺灣臺北地方法院民事判決109年度建字第258號,1,0,0
臺灣臺北地方法院民事判決109年度建字第28號,0,0,0
臺灣臺北地方法院民事判決110年度建字第104號,0,0,
臺灣臺北地方法院民事判決110年度建字第19號,0,0,0.848645236
臺灣臺北地方法院民事判決110年度建字第221號,0,0,
臺灣臺北地方法院民事判決110年度建字第246號,0,0,0
臺灣臺北地方法院民事判決110年度建字第250號,0,0,0.266842141
臺灣臺北地方法院民事判決110年度建字第319號,0,0,0.214211503
臺灣臺北地方法院民事判決110年度建字第334號,0,0,
臺灣臺北地方法院民事判決110年度建字第47號,0,0,
臺灣臺北地方法院民事判決111年度建字第52號,0,0,0.952806578
臺灣花蓮地方法院民事判決109年度建字第12號,0,0,0
臺灣花蓮地方法院民事判決110年度建字第10號,1,0,
臺灣花蓮地方法院民事判決110年度建字第13號,0,0,0
臺灣花蓮地方法院民事判決111年度建字第20號,0,0,1
臺灣苗栗地方法院民事判決111年度建字第16號,1,0,
臺灣高雄地方法院民事判決107年度建字第103號,0,0,0
臺灣高雄地方法院民事判決111年度建字第18號,0,0,0
臺灣南投地方法院民事判決110年度建字第1號,0,0,0.092857231
臺灣基隆地方法院民事判決109年度建字第1號,1,0,0.000582662
臺灣彰化地方法院民事判決108年度建字第1號,0,0,0.139174608
臺灣彰化地方法院民事判決108年度建字第5號,0,0,
臺灣彰化地方法院民事判決111年度建字第5號,0,0,0
臺灣新北地方法院民事判決110年度建字第12號,0,1,0
臺灣新北地方法院民事判決111年度建字第12號,0,1,1
臺灣新竹地方法院民事判決106年度建字第6號,0,0,0
臺灣新竹地方法院民事判決110年度建字第26號,0,0,0
臺灣新竹地方法院民事判決110年度建字第31號,0,0,
臺灣新竹地方法院民事判決110年度建字第38號,0,0,
臺灣新竹地方法院民事判決110年度建字第6號,0,0,0.758541901
臺灣桃園地方法院民事判決108年度建字第125號,0,0,
臺灣桃園地方法院民事判決108年度建字第36號,0,0,0.465255935
臺灣桃園地方法院民事判決109年度建字第142號,0,0,0
臺灣桃園地方法院民事判決109年度建字第86號,0,0,0.305975641
臺灣桃園地方法院民事判決110年度建字第82號,0,0,0
臺灣桃園地方法院民事判決111年度建字第34號,0,0,0
臺灣桃園地方法院民事判決111年度建字第64號,0,0,
臺灣桃園地方法院民事判決111年度建字第69號,0,0,1
臺灣橋頭地方法院民事判決106年度建字第30號,1,0,0
臺灣橋頭地方法院民事判決108年度建字第5號,1,0,0.445266775
臺灣臺中地方法院民事判決106年度建字第88號,0,0,0
臺灣臺中地方法院民事判決107年度建字第127號,0,0,
臺灣臺中地方法院民事判決108年度建字第37號,0,0,1
臺灣臺中地方法院民事判決109年度建字第122號,1,0,0.902428097
臺灣臺中地方法院民事判決109年度建字第17號,0,0,
臺灣臺中地方法院民事判決109年度建字第37號,0,0,
臺灣臺中地方法院民事判決109年度建字第91號,0,0,
臺灣臺中地方法院民事判決110年度建字第144號,0,0,
臺灣臺中地方法院民事判決110年度建字第15號,0,0,1
臺灣臺中地方法院民事判決111年度建字第55號,0,0,0
臺灣臺中地方法院民事判決111年度建字第74號,0,0,
臺灣臺北地方法院民事判決105年度建字第371號,0,0,
臺灣臺北地方法院民事判決108年度建字第113號,1,1,0
臺灣臺北地方法院民事判決108年度建字第287號,0,0,0.305305681
臺灣臺北地方法院民事判決108年度建字第321號,0,0,0.733232989
臺灣臺北地方法院民事判決109年度建字第208號,0,0,
臺灣臺北地方法院民事判決109年度建字第282號,0,0,0.807952698
臺灣臺北地方法院民事判決109年度建字第289號,0,1,0.909986256
臺灣臺北地方法院民事判決109年度建字第375號,1,0,1
臺灣臺北地方法院民事判決109年度建字第377號,0,0,1
臺灣臺北地方法院民事判決110年度建字第147號,0,0,1
臺灣臺北地方法院民事判決110年度建字第155號,1,1,
臺灣臺北地方法院民事判決110年度建字第155號,1,1,
臺灣臺北地方法院民事判決110年度建字第280號,0,0,0
臺灣臺北地方法院民事判決110年度建字第294號,0,0,0
臺灣臺北地方法院民事判決110年度建字第305號,0,0,0
臺灣臺北地方法院民事判決110年度建字第67號,0,0,0.71508613
臺灣臺北地方法院民事判決110年度建字第85號,0,0,0.996286251
臺灣臺北地方法院民事判決111年度建字第121號,0,0,1
臺灣臺南地方法院民事判決110年度建字第28號,0,0,0.980080074
臺灣臺南地方法院民事判決111年度建字第35號,0,0,
臺灣臺南地方法院民事判決111年度建字第37號,0,0,
臺灣臺南地方法院民事判決111年度建字第45號,0,0,
臺灣花蓮地方法院民事判決110年度建字第11號,0,0,0.056434607
臺灣花蓮地方法院民事判決111年度建字第5號,0,0,0
臺灣苗栗地方法院民事判決110年度建字第3號,0,0,0
臺灣高雄地方法院民事判決104年度建字第124號,1,0,0
臺灣高雄地方法院民事判決110年度建字第21號,0,0,0.681304907
臺灣高雄地方法院民事判決111年度建字第14號,0,0,1
臺灣士林地方法院民事判決110年度建字第10號,0,0,0
臺灣士林地方法院民事判決110年度建字第48號,1,0,1
臺灣士林地方法院民事判決111年度建字第6號,0,0,1
臺灣屏東地方法院民事判決110年度建字第22號,0,0,1
臺灣屏東地方法院民事判決110年度建字第34號,0,0,
臺灣彰化地方法院民事判決107年度建字第16號,1,0,
臺灣新北地方法院民事判決110年度建字第46號,0,1,0
臺灣新北地方法院民事判決111年度建字第19號,0,1,0
臺灣新竹地方法院民事判決107年度建字第60號,1,0,0.306911318
臺灣新竹地方法院民事判決110年度建字第12號,0,0,0
臺灣桃園地方法院民事判決109年度建字第49號,0,0,0.54485757
臺灣桃園地方法院民事判決110年度建字第12號,0,0,0
臺灣桃園地方法院民事判決110年度建字第38號,0,0,0
臺灣臺中地方法院民事判決108年度建字第158號,0,0,0.571679799
臺灣臺中地方法院民事判決110年度建字第103號,0,0,1
臺灣臺中地方法院民事判決110年度建字第117號,0,0,1
臺灣臺中地方法院民事判決110年度建字第12號,0,0,0.969135802
臺灣臺中地方法院民事判決110年度建字第155號,0,0,
臺灣臺中地方法院民事判決110年度建字第35號,0,0,0
臺灣臺中地方法院民事判決111年度建字第32號,0,0,
臺灣臺中地方法院民事判決111年度建字第38號,0,0,
臺灣臺中地方法院民事判決111年度建字第52號,0,0,
臺灣臺北地方法院民事判決109年度建字第307號,0,0,0
臺灣臺北地方法院民事判決109年度建字第334號,0,0,0.603754564
臺灣臺北地方法院民事判決109年度建字第360號,0,0,0.145935789
臺灣臺北地方法院民事判決110年度建字第162號,0,0,
臺灣臺北地方法院民事判決110年度建字第167號,0,0,0
臺灣臺北地方法院民事判決110年度建字第195號,1,0,
臺灣臺北地方法院民事判決110年度建字第212號,0,0,0
臺灣臺北地方法院民事判決110年度建字第223號,0,0,0.595384166
臺灣臺北地方法院民事判決110年度建字第350號,0,0,0.349329897
臺灣臺北地方法院民事判決111年度建字第169號,1,0,0.302992029
臺灣臺北地方法院民事判決111年度建字第180號,0,0,1
臺灣臺北地方法院民事判決111年度建字第189號,0,0,1
臺灣臺南地方法院民事判決110年度建字第72號,0,0,
臺灣臺南地方法院民事判決111年度建字第20號,1,0,0.981274811
臺灣臺南地方法院民事判決111年度建字第29號,1,0,
臺灣臺南地方法院民事判決111年度建字第39號,0,0,
臺灣臺南地方法院民事判決111年度建字第4號,0,0,0
臺灣花蓮地方法院民事判決110年度建字第12號,0,0,0
臺灣花蓮地方法院民事判決110年度建字第14號,0,0,0
臺灣高雄地方法院民事判決108年度建字第78號,0,0,0.434965943
臺灣南投地方法院民事判決109年度建字第17號,0,0,0.744098703
臺灣嘉義地方法院民事判決110年度建字第21號,0,0,0.230414747
臺灣士林地方法院民事判決107年度建字第99號,0,0,0.91433131
臺灣士林地方法院民事判決109年度建字第36號,0,0,
臺灣士林地方法院民事判決111年度建字第10號,0,0,
臺灣屏東地方法院民事判決109年度建字第33號,0,0,0.058722378
臺灣屏東地方法院民事判決110年度建字第16號,0,0,0.499416392
臺灣屏東地方法院民事判決110年度建字第20號,0,0,0
臺灣屏東地方法院民事判決110年度建字第30號,0,0,0
臺灣屏東地方法院民事判決111年度建字第15號,0,0,
臺灣彰化地方法院民事判決108年度建字第27號,0,0,0.5057058
臺灣彰化地方法院民事判決111年度建字第18號,0,0,
臺灣新北地方法院民事判決109年度建字第74號,0,1,0
臺灣新北地方法院民事判決110年度建字第48號,0,1,1
臺灣新竹地方法院民事判決107年度建字第64號,1,0,0.62899337
臺灣新竹地方法院民事判決109年度建字第28號,0,0,
臺灣新竹地方法院民事判決111年度建字第15號,0,0,0
臺灣新竹地方法院民事判決111年度建字第3號,0,0,1
臺灣桃園地方法院民事判決107年度建字第47號,0,0,0
臺灣桃園地方法院民事判決109年度建字第120號,0,0,1
臺灣桃園地方法院民事判決109年度建字第129號,0,0,0
臺灣桃園地方法院民事判決110年度建字第91號,0,0,0
臺灣桃園地方法院民事判決111年度建字第25號,0,0,0.726335878
臺灣橋頭地方法院民事判決111年度建字第22號,0,0,0
臺灣臺中地方法院民事判決110年度建字第100號,0,0,0.770125069
臺灣臺中地方法院民事判決110年度建字第105號,0,0,
臺灣臺中地方法院民事判決110年度建字第138號,0,0,1
臺灣臺中地方法院民事判決110年度建字第46號,0,0,0
臺灣臺中地方法院民事判決110年度建字第53號,0,0,0
臺灣臺中地方法院民事判決110年度建字第79號,0,0,0.860927625
臺灣臺中地方法院民事判決111年度建字第16號,0,0,0
臺灣臺中地方法院民事判決111年度建字第23號,0,0,0
臺灣臺中地方法院民事判決111年度建字第7號,0,0,0
臺灣臺中地方法院民事判決111年度建字第76號,0,0,0
臺灣臺北地方法院民事判決107年度建字第329號,1,0,0
臺灣臺北地方法院民事判決108年度建字第143號,1,1,0
臺灣臺北地方法院民事判決108年度建字第21號,0,0,0.823365173
臺灣臺北地方法院民事判決108年度建字第228號,1,0,
臺灣臺北地方法院民事判決108年度建字第52號,1,0,
臺灣臺北地方法院民事判決109年度建字第108號,0,0,0
臺灣臺北地方法院民事判決109年度建字第151號,1,0,0
臺灣臺北地方法院民事判決109年度建字第350號,0,0,
臺灣臺北地方法院民事判決110年度建字第239號,1,0,
臺灣臺北地方法院民事判決110年度建字第243號,0,0,0
臺灣臺北地方法院民事判決110年度建字第247號,1,0,1
臺灣臺北地方法院民事判決110年度建字第307號,0,0,0.926720026
臺灣臺北地方法院民事判決110年度建字第326號,0,0,0.941138384
臺灣臺北地方法院民事判決110年度建字第4號,1,1,0.089178269
臺灣臺北地方法院民事判決111年度建字第30號,0,0,0
臺灣臺北地方法院民事判決111年度建字第83號,1,0,0
臺灣臺南地方法院民事判決109年度建字第63號,0,0,0.102489203
臺灣臺南地方法院民事判決110年度建字第3號,0,0,0
臺灣臺南地方法院民事判決111年度建字第17號,0,0,0
臺灣臺南地方法院民事判決111年度建字第43號,0,0,1
臺灣臺南地方法院民事判決111年度建字第63號,0,0,
臺灣花蓮地方法院民事判決110年度建字第9號,0,0,0
臺灣苗栗地方法院民事判決111年度建字第4號,0,0,0
臺灣高雄地方法院民事判決107年度建字第31號,0,0,
臺灣高雄地方法院民事判決107年度建字第60號,0,0,
臺灣高雄地方法院民事判決107年度建字第84號,0,0,
臺灣高雄地方法院民事判決110年度建字第38號,0,0,0.303003333
臺灣高雄地方法院民事判決111年度建字第11號,0,0,0.944111146
臺灣高雄地方法院民事判決111年度建字第29號,0,0,
臺灣南投地方法院民事判決111年度建字第8號,0,0,0.068123038
臺灣嘉義地方法院民事判決111年度建字第11號,0,0,
臺灣嘉義地方法院民事判決111年度建字第19號,0,0,
臺灣基隆地方法院民事判決110年度建字第10號,0,0,0
臺灣基隆地方法院民事判決111年度建字第8號,0,0,
臺灣宜蘭地方法院民事判決110年度建字第10號,0,0,0
臺灣彰化地方法院民事判決110年度建字第27號,0,0,
臺灣彰化地方法院民事判決111年度建字第25號,0,0,
臺灣新北地方法院民事判決110年度建字第11號,1,1,0
臺灣新北地方法院民事判決110年度建字第57號,0,1,0.892150279
臺灣新北地方法院民事判決110年度建字第61號,0,1,
臺灣新北地方法院民事判決111年度建字第58號,0,1,
臺灣新竹地方法院民事判決110年度建字第5號,0,0,
臺灣新竹地方法院民事判決110年度建字第8號,0,0,
臺灣新竹地方法院民事判決111年度建字第7號,0,0,1
臺灣桃園地方法院民事判決109年度建字第52號,0,0,0.699619528
臺灣桃園地方法院民事判決110年度建字第93號,0,0,0.840276549
臺灣桃園地方法院民事判決111年度建字第74號,0,0,0
臺灣澎湖地方法院民事判決110年度建字第3號,0,0,0.605208526
臺灣臺中地方法院民事判決108年度建字第12號,0,0,0.393661488
臺灣臺中地方法院民事判決109年度建字第133號,0,0,0.561459793
臺灣臺中地方法院民事判決109年度建字第160號,0,0,0.836663005
臺灣臺中地方法院民事判決109年度建字第63號,0,0,0
臺灣臺中地方法院民事判決110年度建字第139號,1,0,
臺灣臺中地方法院民事判決110年度建字第5號,0,0,0.505991717
臺灣臺中地方法院民事判決110年度建字第60號,0,0,0
臺灣臺中地方法院民事判決110年度建字第78號,0,0,0.469019488
臺灣臺中地方法院民事判決110年度建字第86號,0,0,0.671588235
臺灣臺中地方法院民事判決111年度建字第112號,0,0,
臺灣臺中地方法院民事判決111年度建字第40號,0,0,
臺灣臺中地方法院民事判決111年度建字第53號,0,0,0.668316832
臺灣臺北地方法院民事判決105年度建字第293號,0,0,0.891806528
臺灣臺北地方法院民事判決107年度建字第394號,0,0,0
臺灣臺北地方法院民事判決108年度建字第369號,0,0,
臺灣臺北地方法院民事判決108年度建字第426號,1,1,0.690615091
臺灣臺北地方法院民事判決109年度建字第199號,1,0,0.873119289
臺灣臺北地方法院民事判決109年度建字第326號,1,0,0.352314066
臺灣臺北地方法院民事判決110年度建字第215號,1,1,
臺灣臺北地方法院民事判決110年度建字第253號,0,0,0
臺灣臺北地方法院民事判決110年度建字第296號,0,0,0
臺灣臺北地方法院民事判決110年度建字第31號,0,0,0.615895458
臺灣臺北地方法院民事判決110年度建字第73號,0,0,1
臺灣臺北地方法院民事判決110年度建字第8號,0,0,
臺灣臺北地方法院民事判決110年度建字第81號,0,0,0.543478261
臺灣臺北地方法院民事判決110年度建字第83號,0,0,0
臺灣臺北地方法院民事判決110年度建字第9號,0,0,0.69011802
臺灣臺北地方法院民事判決111年度建字第114號,0,0,1
臺灣臺北地方法院民事判決111年度建字第152號,0,0,
臺灣臺北地方法院民事判決111年度建字第196號,0,0,0.146919969
臺灣臺北地方法院民事判決111年度建字第29號,0,0,0
臺灣臺北地方法院民事判決111年度建字第53號,1,0,0
臺灣臺北地方法院民事判決111年度建字第79號,0,0,0.22850186
臺灣臺北地方法院民事判決111年度建字第82號,1,0,
臺灣臺南地方法院民事判決110年度建字第26號,0,0,0
臺灣臺南地方法院民事判決110年度建字第51號,0,0,0.12992126
臺灣臺南地方法院民事判決111年度建字第40號,0,0,
臺灣臺南地方法院民事判決111年度建字第62號,0,0,
臺灣苗栗地方法院民事判決110年度建字第26號,1,0,0
臺灣苗栗地方法院民事判決110年度建字第5號,0,0,0
臺灣高雄地方法院民事判決107年度建字第28號,0,0,0.505987927
臺灣高雄地方法院民事判決110年度建字第23號,1,0,0.017407101
臺灣高雄地方法院民事判決110年度建字第39號,0,0,
臺灣高雄地方法院民事判決110年度建字第62號,0,0,1
臺灣高雄地方法院民事判決111年度建字第15號,0,0,
臺灣高雄地方法院民事判決111年度建字第31號,0,0,0.811293201
臺灣南投地方法院民事判決109年度建字第6號,0,0,0.033906807
臺灣嘉義地方法院民事判決111年度建字第3號,0,0,
臺灣嘉義地方法院民事判決111年度建字第5號,0,0,0
臺灣基隆地方法院民事判決111年度建字第12號,0,0,0
臺灣基隆地方法院民事判決111年度建字第2號,1,0,
臺灣士林地方法院民事判決111年度建字第19號,1,0,
臺灣宜蘭地方法院民事判決110年度建字第12號,0,0,
臺灣宜蘭地方法院民事判決111年度建字第5號,0,0,0.272621223
臺灣彰化地方法院民事判決111年度建字第20號,0,0,0
臺灣彰化地方法院民事判決111年度建字第8號,1,0,1
臺灣新北地方法院民事判決108年度建字第48號,0,1,0.100344266
臺灣新北地方法院民事判決111年度建字第14號,0,1,0
臺灣新北地方法院民事判決111年度建字第37號,0,1,0
臺灣新竹地方法院民事判決109年度建字第24號,0,0,0
臺灣桃園地方法院民事判決108年度建字第77號,0,0,
臺灣桃園地方法院民事判決110年度建字第24號,0,0,
臺灣桃園地方法院民事判決110年度建字第6號,0,0,0.201060869
臺灣桃園地方法院民事判決111年度建字第120號,0,0,
臺灣桃園地方法院民事判決111年度建字第45號,0,0,1
臺灣桃園地方法院民事判決111年度建字第67號,0,0,0
臺灣桃園地方法院民事判決111年度建字第72號,0,0,0.471689187
臺灣桃園地方法院民事判決111年度建字第77號,0,0,
臺灣橋頭地方法院民事判決110年度建字第3號,1,0,0
臺灣臺中地方法院民事判決108年度建字第80號,1,0,0.528122632
臺灣臺中地方法院民事判決109年度建字第46號,0,0,0.88938496
臺灣臺中地方法院民事判決110年度建字第121號,0,0,
臺灣臺中地方法院民事判決110年度建字第65號,1,0,0.940299925
臺灣臺中地方法院民事判決111年度建字第122號,0,0,
臺灣臺北地方法院民事判決104年度建字第70號,0,0,0
臺灣臺北地方法院民事判決107年度建字第431號,0,0,
臺灣臺北地方法院民事判決108年度建字第288號,0,0,0.352549463
臺灣臺北地方法院民事判決108年度建字第301號,0,0,0.900471496
臺灣臺北地方法院民事判決108年度建字第33號,0,0,0.58481275
臺灣臺北地方法院民事判決109年度建字第284號,0,0,0.052593786
臺灣臺北地方法院民事判決109年度建字第299號,1,0,0.308907948
臺灣臺北地方法院民事判決109年度建字第378號,1,0,
臺灣臺北地方法院民事判決109年度建字第384號,0,0,0.997388038
臺灣臺北地方法院民事判決109年度建字第40號,0,0,0.036604132
臺灣臺北地方法院民事判決109年度建字第70號,1,0,0
臺灣臺北地方法院民事判決110年度建字第151號,1,0,0.679026089
臺灣臺北地方法院民事判決110年度建字第213號,0,0,
臺灣臺北地方法院民事判決110年度建字第22號,0,0,0.533879981
臺灣臺北地方法院民事判決110年度建字第236號,0,0,0.272729081
臺灣臺北地方法院民事判決110年度建字第267號,1,0,0
臺灣臺北地方法院民事判決110年度建字第345號,0,0,0.441693212
臺灣臺北地方法院民事判決110年度建字第7號,0,0,0
臺灣臺北地方法院民事判決110年度建字第95號,0,0,0
臺灣臺北地方法院民事判決111年度建字第123號,0,0,1
臺灣臺北地方法院民事判決111年度建字第142號,0,0,1
臺灣臺北地方法院民事判決111年度建字第147號,0,0,1
臺灣臺北地方法院民事判決111年度建字第178號,1,0,0.900155039
臺灣臺北地方法院民事判決111年度建字第184號,0,0,0
臺灣臺北地方法院民事判決111年度建字第222號,0,0,0.259236681
臺灣臺北地方法院民事判決111年度建字第31號,0,0,0.962189024
臺灣臺北地方法院民事判決111年度建字第39號,0,0,1
臺灣臺北地方法院民事判決111年度建字第40號,0,0,0.383265224
臺灣臺北地方法院民事判決111年度建字第6號,0,0,0
臺灣臺北地方法院民事判決111年度建字第60號,0,0,0.142857143
臺灣臺南地方法院民事判決109年度建字第10號,0,0,0.576780437
臺灣臺南地方法院民事判決110年度建字第59號,0,0,0
臺灣臺南地方法院民事判決111年度建字第1號,0,0,
臺灣臺南地方法院民事判決111年度建字第10號,0,0,0
臺灣臺南地方法院民事判決111年度建字第58號,0,0,0
臺灣臺南地方法院民事判決111年度建字第59號,1,0,1
臺灣臺東地方法院民事判決110年度建字第4號,0,0,1
臺灣臺東地方法院民事判決111年度建字第1號,0,0,
臺灣花蓮地方法院民事判決111年度建字第21號,0,0,0.014306629
臺灣花蓮地方法院民事判決111年度建字第22號,0,0,0
臺灣花蓮地方法院民事判決111年度建字第26號,0,0,1
臺灣苗栗地方法院民事判決109年度建字第24號,0,0,
臺灣高雄地方法院民事判決109年度建字第24號,0,0,0.115308355
臺灣高雄地方法院民事判決110年度建字第11號,0,0,0.219863858
臺灣高雄地方法院民事判決110年度建字第30號,0,0,0.888670173
臺灣高雄地方法院民事判決111年度建字第25號,1,0,0
臺灣高雄地方法院民事判決111年度建字第59號,0,0,
臺灣嘉義地方法院民事判決109年度建字第4號,0,0,
臺灣嘉義地方法院民事判決110年度建字第20號,0,0,0.082912952
臺灣嘉義地方法院民事判決111年度建字第1號,1,0,0
臺灣基隆地方法院民事判決104年度建字第24號,0,0,0.061421132
臺灣士林地方法院民事判決110年度建字第33號,0,0,0.243599325
臺灣士林地方法院民事判決111年度建字第3號,0,0,
臺灣屏東地方法院民事判決109年度建字第34號,0,0,0.951428571
臺灣屏東地方法院民事判決109年度建字第36號,0,0,
臺灣屏東地方法院民事判決110年度建字第1號,0,0,
臺灣彰化地方法院民事判決111年度建字第2號,0,0,0.308088235
臺灣彰化地方法院民事判決111年度建字第21號,0,0,1
臺灣桃園地方法院民事判決111年度建字第10號,0,0,0
臺灣桃園地方法院民事判決111年度建字第108號,0,0,1
臺灣桃園地方法院民事判決111年度建字第112號,0,0,
臺灣橋頭地方法院民事判決108年度建字第9號,0,0,0
臺灣橋頭地方法院民事判決109年度建字第4號,0,0,
臺灣橋頭地方法院民事判決110年度建字第22號,0,0,0
臺灣橋頭地方法院民事判決111年度建字第15號,0,0,0.987800485
臺灣橋頭地方法院民事判決111年度建字第31號,0,0,0.976846626
臺灣臺中地方法院民事判決107年度建字第88號,0,0,0.280059056
臺灣臺中地方法院民事判決109年度建字第86號,0,0,0.713649129
臺灣臺中地方法院民事判決110年度建字第101號,0,0,0.021016501
臺灣臺中地方法院民事判決111年度建字第64號,0,0,0.848385685
臺灣臺中地方法院民事判決111年度建字第85號,0,0,0
臺灣臺北地方法院民事判決107年度建字第135號,1,0,0.695530394
臺灣臺北地方法院民事判決107年度建字第428號,1,0,0
臺灣臺北地方法院民事判決108年度建字第133號,0,0,0.176343767
臺灣臺北地方法院民事判決108年度建字第338號,0,0,0.003271629
臺灣臺北地方法院民事判決108年度建字第57號,0,0,0.182334671
臺灣臺北地方法院民事判決109年度建字第245號,0,0,0.921022624
臺灣臺北地方法院民事判決110年度建字第175號,0,0,1
臺灣臺北地方法院民事判決110年度建字第224號,1,0,0
臺灣臺北地方法院民事判決110年度建字第276號,0,0,0.376129607
臺灣臺北地方法院民事判決110年度建字第34號,1,0,0.505457401
臺灣臺北地方法院民事判決111年度建字第106號,0,0,
臺灣臺北地方法院民事判決111年度建字第13號,0,0,0.946954871
臺灣臺北地方法院民事判決111年度建字第58號,1,0,0
臺灣臺北地方法院民事判決111年度建字第86號,0,0,0
臺灣臺北地方法院民事判決111年度建字第88號,1,0,
臺灣臺南地方法院民事判決106年度建字第27號,0,0,0.210639659
臺灣雲林地方法院民事判決110年度建字第12號,0,0,0.039491176
臺灣高雄地方法院民事判決106年度建字第1號,1,0,0
臺灣高雄地方法院民事判決106年度建字第124號,0,0,0.518260641
臺灣高雄地方法院民事判決106年度建字第22號,0,0,
臺灣高雄地方法院民事判決109年度建字第59號,0,0,0.840558061
臺灣高雄地方法院民事判決110年度建字第50號,0,0,0
臺灣高雄地方法院民事判決111年度建字第30號,0,0,1
臺灣南投地方法院民事判決111年度建字第1號,0,0,
臺灣南投地方法院民事判決111年度建字第13號,0,0,1
臺灣嘉義地方法院民事判決111年度建字第13號,0,0,0
臺灣士林地方法院民事判決109年度建字第14號,0,0,0.262909829
臺灣宜蘭地方法院民事判決111年度建字第6號,0,0,0.102966993
臺灣屏東地方法院民事判決106年度建字第38號,1,0,0.070226056
臺灣新北地方法院民事判決111年度建字第7號,0,1,0.230628675
臺灣新竹地方法院民事判決111年度建字第30號,0,0,
臺灣桃園地方法院民事判決110年度建字第17號,0,0,0.635401164
臺灣桃園地方法院民事判決111年度建字第100號,0,0,0
臺灣桃園地方法院民事判決111年度建字第81號,0,0,0.345436366
臺灣桃園地方法院民事判決111年度建字第87號,0,0,
臺灣橋頭地方法院民事判決111年度建字第26號,0,0,1
臺灣橋頭地方法院民事判決111年度建字第6號,0,0,
臺灣臺中地方法院民事判決108年度建字第46號,0,0,0.154614614
臺灣臺中地方法院民事判決109年度建字第156號,0,0,
臺灣臺中地方法院民事判決110年度建字第128號,0,0,1
臺灣臺中地方法院民事判決110年度建字第24號,0,0,0.47619416
臺灣臺北地方法院民事判決108年度建字第167號,0,0,0
臺灣臺北地方法院民事判決108年度建字第401號,0,0,0.287223855
臺灣臺北地方法院民事判決109年度建字第191號,1,0,0.551341592
