,,判賠比率,判決案由
772,臺灣高雄地方法院民事判決111年度建字第12號,0,給付工程款
773,臺灣高雄地方法院民事判決111年度建字第7號,1,給付工程款
774,臺灣基隆地方法院民事判決109年度建字第23號,0,給付承攬報酬
775,臺灣基隆地方法院民事判決111年度建字第1號,0,給付違約金
776,臺灣屏東地方法院民事判決108年度建字第10號,0.625033889,清償債務
777,臺灣屏東地方法院民事判決108年度建字第30號,0.531185903,給付工程款
778,臺灣彰化地方法院民事判決108年度建字第26號,,給付工程款
779,臺灣彰化地方法院民事判決109年度建字第19號,1,給付工程款
780,臺灣新北地方法院民事判決108年度建字第128號,0,給付工程款
781,臺灣新北地方法院民事判決109年度建字第89號,0,給付工程款等
782,臺灣新竹地方法院民事判決109年度建字第35號,0.71580581,損害賠償
783,臺灣新竹地方法院民事判決110年度建字第15號,0.301045296,給付違約金
784,臺灣新竹地方法院民事判決110年度建字第35號,0.01754386,損害賠償
785,臺灣桃園地方法院民事判決108年度建字第124號,0.609429384,履行契約
786,臺灣桃園地方法院民事判決109年度建字第1號,0.230900667,返還不當得利
787,臺灣桃園地方法院民事判決109年度建字第135號,0,損害賠償
788,臺灣桃園地方法院民事判決110年度建字第100號,0,給付工程款
789,臺灣桃園地方法院民事判決110年度建字第105號,0,給付工程款
790,臺灣桃園地方法院民事判決110年度建字第106號,0.107139364,給付違約金
791,臺灣桃園地方法院民事判決110年度建字第114號,0.9291172,確認債權存在
792,臺灣桃園地方法院民事判決110年度建字第118號,0,返還工程款等
793,臺灣桃園地方法院民事判決110年度建字第53號,0.028064337,損害賠償
794,臺灣桃園地方法院民事判決110年度建字第58號,0,返還代墊款
795,臺灣橋頭地方法院民事判決110年度建字第28號,1,給付工程款
796,臺灣橋頭地方法院民事判決111年度建字第11號,0,給付工程款
797,臺灣臺中地方法院民事判決107年度建字第3號,1,給付工程款
798,臺灣臺中地方法院民事判決110年度建字第153號,0,給付工程款等
799,臺灣臺中地方法院民事判決110年度建字第157號,0.200222222,給付工程款
800,臺灣臺中地方法院民事判決110年度建字第33號,,損害賠償
801,臺灣臺北地方法院民事判決103年度建字第430號,0.063053653,給付工程款
802,臺灣臺北地方法院民事判決107年度建字第98號,,給付工程款等
803,臺灣臺北地方法院民事判決109年度建字第105號,0.492443702,給付工程款
804,臺灣臺北地方法院民事判決109年度建字第154號,0,損害賠償
805,臺灣臺北地方法院民事判決109年度建字第249號,0.099105635,給付工程款
806,臺灣臺北地方法院民事判決109年度建字第372號,0,損害賠償
807,臺灣臺北地方法院民事判決110年度建字第102號,0,給付工程款
808,臺灣臺北地方法院民事判決110年度建字第138號,0,給付工程款
809,臺灣臺北地方法院民事判決110年度建字第139號,,給付工程款等
810,臺灣臺北地方法院民事判決110年度建字第166號,0.988888226,給付工程款等
811,臺灣臺北地方法院民事判決110年度建字第220號,,給付委任業務費用
812,臺灣臺北地方法院民事判決110年度建字第238號,1,清償債務等
813,臺灣臺北地方法院民事判決110年度建字第258號,0.309540906,給付工程款等
814,臺灣臺北地方法院民事判決110年度建字第262號,0.062363716,履行契約等
815,臺灣臺北地方法院民事判決110年度建字第265號,0,給付工程款
816,臺灣臺北地方法院民事判決110年度建字第328號,0,損害賠償
817,臺灣臺北地方法院民事判決111年度建字第75號,0.999996325,給付工程款
818,臺灣臺南地方法院民事判決109年度建字第21號,0.919732364,給付工程款等
819,臺灣臺南地方法院民事判決109年度建字第5號,,給付承攬報酬
820,臺灣臺南地方法院民事判決109年度建字第54號,0,債務不履行損害賠償
821,臺灣臺南地方法院民事判決109年度建字第82號,,請求損害賠償
822,臺灣苗栗地方法院民事判決109年度建字第17號,0.340465923,給付工程款
823,臺灣高雄地方法院民事判決106年度建字第117號,0.867565958,給付承攬報酬
824,臺灣高雄地方法院民事判決108年度建字第37號,0.954897785,給付工程款
825,臺灣高雄地方法院民事判決108年度建字第83號,0,給付工程款
826,臺灣新北地方法院民事判決109年度建字第27號,0.356939623,解除契約返還工程款等
827,臺灣南投地方法院民事判決110年度建字第12號,0.318724537,返還工程款等
828,臺灣嘉義地方法院民事判決109年度建字第27號,0,損害賠償
829,臺灣嘉義地方法院民事判決110年度建字第16號,0,給付工程款
830,臺灣嘉義地方法院民事判決110年度建字第8號,1,償還修補必要費用
831,臺灣士林地方法院民事判決108年度建字第1號,0,給付工程款等
832,臺灣士林地方法院民事判決109年度建字第43號,0,給付承攬報酬
833,臺灣士林地方法院民事判決110年度建字第27號,0.485074486,損害賠償
834,臺灣宜蘭地方法院民事判決110年度建字第9號,,給付工程款
835,臺灣屏東地方法院民事判決109年度建字第30號,,交付買賣標的物
836,臺灣彰化地方法院民事判決107年度建字第30號,,給付工程款
837,臺灣彰化地方法院民事判決109年度建字第23號,0.992816348,給付工程款
838,臺灣新北地方法院民事判決109年度建字第66號,0.876720732,給付工程款
839,臺灣新北地方法院民事判決109年度建字第77號,,給付工程款
840,臺灣新北地方法院民事判決109年度建字第79號,0.217248936,給付工程款等
841,臺灣新竹地方法院民事判決107年度建字第71號,0.126940849,損害賠償等
842,臺灣新竹地方法院民事判決111年度建字第14號,0.073875,給付工程款等
843,臺灣桃園地方法院民事判決109年度建字第132號,0.486348348,給付工程款
844,臺灣桃園地方法院民事判決109年度建字第74號,,返還工程款等
845,臺灣桃園地方法院民事判決110年度建字第102號,0.888134546,給付價金等
846,臺灣桃園地方法院民事判決110年度建字第115號,0.738026316,清償債務
847,臺灣桃園地方法院民事判決110年度建字第119號,0,損害賠償
848,臺灣桃園地方法院民事判決111年度建字第11號,0.844494,返還工程款等
849,臺灣桃園地方法院民事判決111年度建字第28號,1,給付工程款
850,臺灣橋頭地方法院民事判決109年度建字第17號,0,返還預付報酬等
851,臺灣橋頭地方法院民事判決110年度建字第13號,1,給付違約金
852,臺灣臺中地方法院民事判決108年度建字第152號,,給付工程費用等
853,臺灣臺中地方法院民事判決109年度建字第136號,0.588341628,給付工程款
854,臺灣臺中地方法院民事判決109年度建字第139號,0,給付工程款
855,臺灣臺中地方法院民事判決110年度建字第123號,,給付工程款
856,臺灣臺中地方法院民事判決110年度建字第25號,0.89047619,給付工程款
857,臺灣臺中地方法院民事判決110年度建字第36號,,損害賠償
858,臺灣臺中地方法院民事判決110年度建字第37號,0,給付工程款
859,臺灣臺中地方法院民事判決110年度建字第40號,,給付工程分擔款
860,臺灣臺中地方法院民事判決110年度建字第56號,1,給付工程款
861,臺灣臺中地方法院民事判決111年度建字第19號,,給付承攬報酬
862,臺灣臺北地方法院民事判決109年度建字第213號,1,給付工程款
863,臺灣臺北地方法院民事判決109年度建字第226號,0.207984302,給付工程款等
864,臺灣臺北地方法院民事判決109年度建字第239號,0.535227033,給付工程款
865,臺灣臺北地方法院民事判決109年度建字第250號,0,給付工程款
866,臺灣臺北地方法院民事判決109年度建字第3號,,確認工程款債權存在
867,臺灣臺北地方法院民事判決110年度建字第179號,0.644444444,解除承攬契約
868,臺灣臺北地方法院民事判決110年度建字第200號,0,給付工程款
869,臺灣臺北地方法院民事判決110年度建字第201號,0,給付工程款
870,臺灣臺北地方法院民事判決110年度建字第203號,0,發還工程保固保證金
871,臺灣臺北地方法院民事判決110年度建字第226號,1,返還履約保證金
872,臺灣臺北地方法院民事判決110年度建字第232號,0.39,給付違約金等
873,臺灣臺北地方法院民事判決110年度建字第286號,1,損害賠償
874,臺灣臺北地方法院民事判決110年度建字第320號,,給付工程款
875,臺灣臺北地方法院民事判決110年度建字第343號,0.262225822,給付工程管理費
876,臺灣臺北地方法院民事判決110年度建字第50號,0,給付工程款
877,臺灣臺北地方法院民事判決110年度建字第71號,,返還工程代墊款等
878,臺灣臺北地方法院民事判決110年度建字第88號,0,給付工程扣押款
879,臺灣臺北地方法院民事判決111年度建字第126號,1,給付工程款
880,臺灣臺北地方法院民事判決111年度建字第131號,,辦理抵押權設定登記
881,臺灣臺北地方法院民事判決111年度建字第145號,1,給付承攬報酬等
882,臺灣臺北地方法院民事判決111年度建字第24號,1,給付工程款
883,臺灣臺北地方法院民事判決111年度建字第50號,0,履行契約
884,臺灣臺北地方法院民事判決111年度建字第77號,1,給付工程款
885,臺灣臺南地方法院民事判決107年度建字第76號,0.414518421,給付工程款
886,臺灣臺南地方法院民事判決110年度建字第15號,,損害賠償
887,臺灣臺南地方法院民事判決110年度建字第30號,0,給付工程款
888,臺灣臺南地方法院民事判決110年度建字第4號,0,給付違約金等
889,臺灣臺南地方法院民事判決110年度建字第42號,1,給付工程款等
890,臺灣臺南地方法院民事判決110年度建字第45號,0.525708562,給付工程款等
891,臺灣臺南地方法院民事判決110年度建字第66號,0,給付工程款
892,臺灣臺南地方法院民事判決110年度建字第68號,,給付工程款
893,臺灣臺南地方法院民事判決111年度建字第30號,1,給付工程款
894,臺灣臺東地方法院民事判決109年度建字第3號,0.068,給付工程款
895,臺灣花蓮地方法院民事判決109年度建字第13號,0,給付工程款等
896,臺灣花蓮地方法院民事判決110年度建字第8號,0,給付工程款
897,臺灣花蓮地方法院民事判決111年度建字第12號,1,返還工程款等
898,臺灣苗栗地方法院民事判決111年度建字第13號,0,給付工程款
899,臺灣高雄地方法院民事判決109年度建字第28號,0,給付工程款
900,臺灣高雄地方法院民事判決110年度建字第18號,0,給付承攬報酬
901,臺灣高雄地方法院民事判決110年度建字第42號,0.907692308,給付工程款
902,臺灣高雄地方法院民事判決110年度建字第60號,1,給付承攬報酬
903,臺灣嘉義地方法院民事判決110年度建字第14號,0,給付工程款
904,臺灣基隆地方法院民事判決109年度建字第21號,,給付工程款
905,臺灣基隆地方法院民事判決111年度建字第5號,0,給付工程款
906,臺灣士林地方法院民事判決108年度建字第56號,0.407627067,給付工程款等
907,臺灣士林地方法院民事判決110年度建字第26號,0,給付工程款
908,臺灣士林地方法院民事判決110年度建字第37號,,給付工程款
909,臺灣宜蘭地方法院民事判決111年度建字第1號,0,給付工程款
910,臺灣彰化地方法院民事判決109年度建字第21號,,損害賠償
911,臺灣彰化地方法院民事判決110年度建字第19號,0,給付工程款
912,臺灣新北地方法院民事判決109年度建字第19號,0,給付款項
913,臺灣新北地方法院民事判決110年度建字第34號,0.927662113,給付工程款
914,臺灣新北地方法院民事判決110年度建字第51號,0.988966795,給付工程款
915,臺灣新北地方法院民事判決111年度建字第32號,,給付工程款
916,臺灣新竹地方法院民事判決108年度建字第44號,0.802809355,損害賠償等
917,臺灣新竹地方法院民事判決110年度建字第10號,0.303351298,給付違約金
918,臺灣桃園地方法院民事判決107年度建字第28號,0.59594397,給付承攬報酬等
919,臺灣桃園地方法院民事判決110年度建字第10號,0.99581102,損害賠償等
920,臺灣桃園地方法院民事判決110年度建字第23號,,返還工程款
921,臺灣桃園地方法院民事判決110年度建字第62號,1,返還價額
922,臺灣橋頭地方法院民事判決110年度建字第10號,1,給付工程款等
923,臺灣橋頭地方法院民事判決111年度建字第17號,,給付工程款等
924,臺灣澎湖地方法院民事判決110年度建字第1號,0.084207645,給付工程款
925,臺灣臺中地方法院民事判決107年度建字第79號,0.223212658,給付工程款
926,臺灣臺中地方法院民事判決108年度建字第86號,1,給付不當得利等
927,臺灣臺中地方法院民事判決110年度建字第110號,0.674157303,給付工程款
928,臺灣臺中地方法院民事判決110年度建字第147號,,給付工程保留款
929,臺灣臺中地方法院民事判決110年度建字第16號,0.863226971,給付工程款等
930,臺灣臺中地方法院民事判決110年度建字第52號,0.983375946,給付工程款
931,臺灣臺中地方法院民事判決110年度建字第99號,0,給付設計費等
932,臺灣臺中地方法院民事判決111年度建字第27號,0,給付工程款
933,臺灣臺中地方法院民事判決111年度建字第6號,,給付工程款
934,臺灣臺北地方法院民事判決106年度建字第34號,0.217121527,給付工程款
935,臺灣臺北地方法院民事判決107年度建字第380號,0,損害賠償
936,臺灣臺北地方法院民事判決108年度建字第142號,0.657016003,給付工程款
937,臺灣臺北地方法院民事判決109年度建字第123號,0.591767377,返還溢領工程款
938,臺灣臺北地方法院民事判決109年度建字第258號,0,給付承攬報酬
939,臺灣臺北地方法院民事判決109年度建字第28號,0,債務不履行損害賠償
940,臺灣臺北地方法院民事判決110年度建字第104號,,返還工程款
941,臺灣臺北地方法院民事判決110年度建字第19號,0.848645236,給付工程款
942,臺灣臺北地方法院民事判決110年度建字第221號,,交付標的物
943,臺灣臺北地方法院民事判決110年度建字第246號,0,給付工程款
944,臺灣臺北地方法院民事判決110年度建字第250號,0.266842141,給付工程款
945,臺灣臺北地方法院民事判決110年度建字第319號,0.214211503,給付承攬報酬
946,臺灣臺北地方法院民事判決110年度建字第334號,,返還本票
947,臺灣臺北地方法院民事判決110年度建字第47號,,給付工程款
948,臺灣臺北地方法院民事判決111年度建字第52號,0.952806578,損害賠償
949,臺灣花蓮地方法院民事判決109年度建字第12號,0,給付工程款等
950,臺灣花蓮地方法院民事判決110年度建字第10號,,給付工程款等
951,臺灣花蓮地方法院民事判決110年度建字第13號,0,給付工程款等
952,臺灣花蓮地方法院民事判決111年度建字第20號,1,返還工程款
953,臺灣苗栗地方法院民事判決111年度建字第16號,,損害賠償
954,臺灣高雄地方法院民事判決107年度建字第103號,0,給付工程款
955,臺灣高雄地方法院民事判決111年度建字第18號,0,返還工程款
956,臺灣南投地方法院民事判決110年度建字第1號,0.092857231,返還工程款
957,臺灣基隆地方法院民事判決109年度建字第1號,0.000582662,給付工程款
958,臺灣彰化地方法院民事判決108年度建字第1號,0.139174608,給付工程款等
959,臺灣彰化地方法院民事判決108年度建字第5號,,給付工程款
960,臺灣彰化地方法院民事判決111年度建字第5號,0,給付工程款
961,臺灣新北地方法院民事判決110年度建字第12號,0,給付工程款
962,臺灣新北地方法院民事判決111年度建字第12號,1,給付溢價工程款等
963,臺灣新竹地方法院民事判決106年度建字第6號,0,給付工程款
964,臺灣新竹地方法院民事判決110年度建字第26號,0,返還訂金等
965,臺灣新竹地方法院民事判決110年度建字第31號,,給付工程款
966,臺灣新竹地方法院民事判決110年度建字第38號,,給付工程款
967,臺灣新竹地方法院民事判決110年度建字第6號,0.758541901,給付工程款
968,臺灣桃園地方法院民事判決108年度建字第125號,,返還不當得利
969,臺灣桃園地方法院民事判決108年度建字第36號,0.465255935,給付工程款
970,臺灣桃園地方法院民事判決109年度建字第142號,0,給付工程款
971,臺灣桃園地方法院民事判決109年度建字第86號,0.305975641,給付承攬報酬
972,臺灣桃園地方法院民事判決110年度建字第82號,0,給付工程款
973,臺灣桃園地方法院民事判決111年度建字第34號,0,給付工程款
974,臺灣桃園地方法院民事判決111年度建字第64號,,給付保養及維修工程費
975,臺灣桃園地方法院民事判決111年度建字第69號,1,給付承攬報酬
976,臺灣橋頭地方法院民事判決106年度建字第30號,0,損害賠償
977,臺灣橋頭地方法院民事判決108年度建字第5號,0.445266775,給付違約金等
978,臺灣臺中地方法院民事判決106年度建字第88號,0,給付工程款
979,臺灣臺中地方法院民事判決107年度建字第127號,,給付工程款等
980,臺灣臺中地方法院民事判決108年度建字第37號,1,損害賠償等
981,臺灣臺中地方法院民事判決109年度建字第122號,0.902428097,給付工程款
982,臺灣臺中地方法院民事判決109年度建字第17號,,給付工程款等
983,臺灣臺中地方法院民事判決109年度建字第37號,,損害賠償
984,臺灣臺中地方法院民事判決109年度建字第91號,,給付服務報酬
985,臺灣臺中地方法院民事判決110年度建字第144號,,給付承攬報酬
986,臺灣臺中地方法院民事判決110年度建字第15號,1,給付代墊工程款
987,臺灣臺中地方法院民事判決111年度建字第55號,0,給付工程款
988,臺灣臺中地方法院民事判決111年度建字第74號,,給付工程款
989,臺灣臺北地方法院民事判決105年度建字第371號,,給付工程款
990,臺灣臺北地方法院民事判決108年度建字第113號,0,損害賠償等
991,臺灣臺北地方法院民事判決108年度建字第287號,0.305305681,給付工程款等
992,臺灣臺北地方法院民事判決108年度建字第321號,0.733232989,給付承攬報酬
993,臺灣臺北地方法院民事判決109年度建字第208號,,給付工程款等
994,臺灣臺北地方法院民事判決109年度建字第282號,0.807952698,返還工程款
995,臺灣臺北地方法院民事判決109年度建字第289號,0.909986256,返還代墊工程款等
996,臺灣臺北地方法院民事判決109年度建字第375號,1,給付承攬報酬
997,臺灣臺北地方法院民事判決109年度建字第377號,1,給付工程款
998,臺灣臺北地方法院民事判決110年度建字第147號,1,給付工程款
999,臺灣臺北地方法院民事判決110年度建字第155號,,損害賠償等
1000,臺灣臺北地方法院民事判決110年度建字第155號,,給付承攬報酬
1001,臺灣臺北地方法院民事判決110年度建字第280號,0,給付工程款
1002,臺灣臺北地方法院民事判決110年度建字第294號,0,給付工程款
1003,臺灣臺北地方法院民事判決110年度建字第305號,0,給付承攬報酬
1004,臺灣臺北地方法院民事判決110年度建字第67號,0.71508613,給付工程款
1005,臺灣臺北地方法院民事判決110年度建字第85號,0.996286251,給付工程代墊款
1006,臺灣臺北地方法院民事判決111年度建字第121號,1,給付工程款等
1007,臺灣臺南地方法院民事判決110年度建字第28號,0.980080074,給付工程款
1008,臺灣臺南地方法院民事判決111年度建字第35號,,返還不當得利
1009,臺灣臺南地方法院民事判決111年度建字第37號,,返還工程款等
1010,臺灣臺南地方法院民事判決111年度建字第45號,,返還工程款等
1011,臺灣花蓮地方法院民事判決110年度建字第11號,0.056434607,給付工程款
1012,臺灣花蓮地方法院民事判決111年度建字第5號,0,給付工程款
1013,臺灣苗栗地方法院民事判決110年度建字第3號,0,給付工程款
1014,臺灣高雄地方法院民事判決104年度建字第124號,0,損害賠償
1015,臺灣高雄地方法院民事判決110年度建字第21號,0.681304907,返還溢領工程款
1016,臺灣高雄地方法院民事判決111年度建字第14號,1,返還溢領工程款
1017,臺灣士林地方法院民事判決110年度建字第10號,0,給付委任報酬
1018,臺灣士林地方法院民事判決110年度建字第48號,1,履行契約等
1019,臺灣士林地方法院民事判決111年度建字第6號,1,損害賠償
1020,臺灣屏東地方法院民事判決110年度建字第22號,1,給付工程款
1021,臺灣屏東地方法院民事判決110年度建字第34號,,給付服務費
1022,臺灣彰化地方法院民事判決107年度建字第16號,,給付工程款
1023,臺灣新北地方法院民事判決110年度建字第46號,0,侵權行為損害賠償等
1024,臺灣新北地方法院民事判決111年度建字第19號,0,給付工程款
1025,臺灣新竹地方法院民事判決107年度建字第60號,0.306911318,給付工程款
1026,臺灣新竹地方法院民事判決110年度建字第12號,0,給付工程款
1027,臺灣桃園地方法院民事判決109年度建字第49號,0.54485757,給付工程款
1028,臺灣桃園地方法院民事判決110年度建字第12號,0,給付工程款
1029,臺灣桃園地方法院民事判決110年度建字第38號,0,給付工程款
1030,臺灣臺中地方法院民事判決108年度建字第158號,0.571679799,損害賠償
1031,臺灣臺中地方法院民事判決110年度建字第103號,1,給付工程保留款
1032,臺灣臺中地方法院民事判決110年度建字第117號,1,給付工程款等
1033,臺灣臺中地方法院民事判決110年度建字第12號,0.969135802,給付工程款
1034,臺灣臺中地方法院民事判決110年度建字第155號,,給付工程款
1035,臺灣臺中地方法院民事判決110年度建字第35號,0,給付承攬報酬
1036,臺灣臺中地方法院民事判決111年度建字第32號,,返還工程款等
1037,臺灣臺中地方法院民事判決111年度建字第38號,,給付工程款
1038,臺灣臺中地方法院民事判決111年度建字第52號,,給付工程款等
1039,臺灣臺北地方法院民事判決109年度建字第307號,0,給付承攬報酬等
1040,臺灣臺北地方法院民事判決109年度建字第334號,0.603754564,給付工程款等
1041,臺灣臺北地方法院民事判決109年度建字第360號,0.145935789,給付工程款
1042,臺灣臺北地方法院民事判決110年度建字第162號,,給付工程款
1043,臺灣臺北地方法院民事判決110年度建字第167號,0,給付工程款
1044,臺灣臺北地方法院民事判決110年度建字第195號,,給付工程款
1045,臺灣臺北地方法院民事判決110年度建字第212號,0,損害賠償等
1046,臺灣臺北地方法院民事判決110年度建字第223號,0.595384166,損害賠償
1047,臺灣臺北地方法院民事判決110年度建字第350號,0.349329897,給付工程款
1048,臺灣臺北地方法院民事判決111年度建字第169號,0.302992029,給付工程違約金
1049,臺灣臺北地方法院民事判決111年度建字第180號,1,債務不履行損害賠償
1050,臺灣臺北地方法院民事判決111年度建字第189號,1,給付工程款
1051,臺灣臺南地方法院民事判決110年度建字第72號,,給付工程款
1052,臺灣臺南地方法院民事判決111年度建字第20號,0.981274811,返還工程款
1053,臺灣臺南地方法院民事判決111年度建字第29號,,解除契約等
1054,臺灣臺南地方法院民事判決111年度建字第39號,,返還溢領工程款等
1055,臺灣臺南地方法院民事判決111年度建字第4號,0,給付工程款
1056,臺灣花蓮地方法院民事判決110年度建字第12號,0,給付工程款
1057,臺灣花蓮地方法院民事判決110年度建字第14號,0,給付服務費用
1058,臺灣高雄地方法院民事判決108年度建字第78號,0.434965943,給付工程款
1059,臺灣南投地方法院民事判決109年度建字第17號,0.744098703,給付代墊款
1060,臺灣嘉義地方法院民事判決110年度建字第21號,0.230414747,給付工程款
1061,臺灣士林地方法院民事判決107年度建字第99號,0.91433131,給付工程款
1062,臺灣士林地方法院民事判決109年度建字第36號,,給付工程款等
1063,臺灣士林地方法院民事判決111年度建字第10號,,損害賠償
1064,臺灣屏東地方法院民事判決109年度建字第33號,0.058722378,返還保證金
1065,臺灣屏東地方法院民事判決110年度建字第16號,0.499416392,解除契約回復原狀
1066,臺灣屏東地方法院民事判決110年度建字第20號,0,損害賠償
1067,臺灣屏東地方法院民事判決110年度建字第30號,0,給付工程款
1068,臺灣屏東地方法院民事判決111年度建字第15號,,返還工程款
1069,臺灣彰化地方法院民事判決108年度建字第27號,0.5057058,給付工程款
1070,臺灣彰化地方法院民事判決111年度建字第18號,,給付工程款
1071,臺灣新北地方法院民事判決109年度建字第74號,0,給付價金
1072,臺灣新北地方法院民事判決110年度建字第48號,1,給付工程款
1073,臺灣新竹地方法院民事判決107年度建字第64號,0.62899337,給付工程款
1074,臺灣新竹地方法院民事判決109年度建字第28號,,給付工程款等
1075,臺灣新竹地方法院民事判決111年度建字第15號,0,給付違約金
1076,臺灣新竹地方法院民事判決111年度建字第3號,1,給付工程款
1077,臺灣桃園地方法院民事判決107年度建字第47號,0,損害賠償等
1078,臺灣桃園地方法院民事判決109年度建字第120號,1,給付工程款
1079,臺灣桃園地方法院民事判決109年度建字第129號,0,返還代墊款
1080,臺灣桃園地方法院民事判決110年度建字第91號,0,給付工程款等
1081,臺灣桃園地方法院民事判決111年度建字第25號,0.726335878,給付工程款
1082,臺灣橋頭地方法院民事判決111年度建字第22號,0,給付工程款
1083,臺灣臺中地方法院民事判決110年度建字第100號,0.770125069,給付工程款
1084,臺灣臺中地方法院民事判決110年度建字第105號,,給付工程款
1085,臺灣臺中地方法院民事判決110年度建字第138號,1,給付工程款
1086,臺灣臺中地方法院民事判決110年度建字第46號,0,給付工程款等
1087,臺灣臺中地方法院民事判決110年度建字第53號,0,債務不履行損害賠償
1088,臺灣臺中地方法院民事判決110年度建字第79號,0.860927625,給付代墊工程款
1089,臺灣臺中地方法院民事判決111年度建字第16號,0,給付工程款
1090,臺灣臺中地方法院民事判決111年度建字第23號,0,損害賠償等
1091,臺灣臺中地方法院民事判決111年度建字第7號,0,給付工程保留款
1092,臺灣臺中地方法院民事判決111年度建字第76號,0,給付工程款
1093,臺灣臺北地方法院民事判決107年度建字第329號,0,給付工程款
1094,臺灣臺北地方法院民事判決108年度建字第143號,0,給付工程款
1095,臺灣臺北地方法院民事判決108年度建字第21號,0.823365173,給付工程款等
1096,臺灣臺北地方法院民事判決108年度建字第228號,,確認工程款債權存在
1097,臺灣臺北地方法院民事判決108年度建字第52號,,確認工程款債權存在
1098,臺灣臺北地方法院民事判決109年度建字第108號,0,給付工程款
1099,臺灣臺北地方法院民事判決109年度建字第151號,0,給付工程款等
1100,臺灣臺北地方法院民事判決109年度建字第350號,,損害賠償
1101,臺灣臺北地方法院民事判決110年度建字第239號,,給付工程款
1102,臺灣臺北地方法院民事判決110年度建字第243號,0,給付承攬報酬等
1103,臺灣臺北地方法院民事判決110年度建字第247號,1,損害賠償
1104,臺灣臺北地方法院民事判決110年度建字第307號,0.926720026,給付工程款
1105,臺灣臺北地方法院民事判決110年度建字第326號,0.941138384,給付工程款
1106,臺灣臺北地方法院民事判決110年度建字第4號,0.089178269,返還價金
1107,臺灣臺北地方法院民事判決111年度建字第30號,0,給付工程保留款
1108,臺灣臺北地方法院民事判決111年度建字第83號,0,給付工程款
1109,臺灣臺南地方法院民事判決109年度建字第63號,0.102489203,給付工程款
1110,臺灣臺南地方法院民事判決110年度建字第3號,0,給付承攬報酬
1111,臺灣臺南地方法院民事判決111年度建字第17號,0,返還工程款
1112,臺灣臺南地方法院民事判決111年度建字第43號,1,給付工程款
1113,臺灣臺南地方法院民事判決111年度建字第63號,,給付工程款
1114,臺灣花蓮地方法院民事判決110年度建字第9號,0,給付工程款
1115,臺灣苗栗地方法院民事判決111年度建字第4號,0,給付工程款
1116,臺灣高雄地方法院民事判決107年度建字第31號,,給付工程款
1117,臺灣高雄地方法院民事判決107年度建字第60號,,給付承攬報酬等
1118,臺灣高雄地方法院民事判決107年度建字第84號,,給付工程款
1119,臺灣高雄地方法院民事判決110年度建字第38號,0.303003333,損害賠償
1120,臺灣高雄地方法院民事判決111年度建字第11號,0.944111146,給付工程款
1121,臺灣高雄地方法院民事判決111年度建字第29號,,返還溢領工程款等
1122,臺灣南投地方法院民事判決111年度建字第8號,0.068123038,給付工程款等
1123,臺灣嘉義地方法院民事判決111年度建字第11號,,給付工程款
1124,臺灣嘉義地方法院民事判決111年度建字第19號,,給付工程款
1125,臺灣基隆地方法院民事判決110年度建字第10號,0,返還工程款等
1126,臺灣基隆地方法院民事判決111年度建字第8號,,返還工程款
1127,臺灣宜蘭地方法院民事判決110年度建字第10號,0,給付工程款
1128,臺灣彰化地方法院民事判決110年度建字第27號,,返還不當得利
1129,臺灣彰化地方法院民事判決111年度建字第25號,,給付工程款
1130,臺灣新北地方法院民事判決110年度建字第11號,0,損害賠償等
1131,臺灣新北地方法院民事判決110年度建字第57號,0.892150279,給付承攬報酬
1132,臺灣新北地方法院民事判決110年度建字第61號,,損害賠償
1133,臺灣新北地方法院民事判決111年度建字第58號,,給付工程款
1134,臺灣新竹地方法院民事判決110年度建字第5號,,給付工程款
1135,臺灣新竹地方法院民事判決110年度建字第8號,,給付工程款等
1136,臺灣新竹地方法院民事判決111年度建字第7號,1,返還工程款等
1137,臺灣桃園地方法院民事判決109年度建字第52號,0.699619528,給付工程款
1138,臺灣桃園地方法院民事判決110年度建字第93號,0.840276549,給付酬金
1139,臺灣桃園地方法院民事判決111年度建字第74號,0,損害賠償等
1140,臺灣澎湖地方法院民事判決110年度建字第3號,0.605208526,返還工程款等
1141,臺灣臺中地方法院民事判決108年度建字第12號,0.393661488,給付工程款
1142,臺灣臺中地方法院民事判決109年度建字第133號,0.561459793,返還工程款等
1143,臺灣臺中地方法院民事判決109年度建字第160號,0.836663005,給付工程款
1144,臺灣臺中地方法院民事判決109年度建字第63號,0,給付工程款
1145,臺灣臺中地方法院民事判決110年度建字第139號,,損害賠償等
1146,臺灣臺中地方法院民事判決110年度建字第5號,0.505991717,請求減少報酬
1147,臺灣臺中地方法院民事判決110年度建字第60號,0,給付工程款
1148,臺灣臺中地方法院民事判決110年度建字第78號,0.469019488,返還不當得利等
1149,臺灣臺中地方法院民事判決110年度建字第86號,0.671588235,給付工程款
1150,臺灣臺中地方法院民事判決111年度建字第112號,,返還工程款及損害賠償
1151,臺灣臺中地方法院民事判決111年度建字第40號,,給付違約金等
1152,臺灣臺中地方法院民事判決111年度建字第53號,0.668316832,給付工程款
1153,臺灣臺北地方法院民事判決105年度建字第293號,0.891806528,給付違約金等
1154,臺灣臺北地方法院民事判決107年度建字第394號,0,給付工程款
1155,臺灣臺北地方法院民事判決108年度建字第369號,,給付工程款
1156,臺灣臺北地方法院民事判決108年度建字第426號,0.690615091,給付工程款
1157,臺灣臺北地方法院民事判決109年度建字第199號,0.873119289,給付工程款
